              1         16.836         85.019       0.834705       0.800416
              2         15.292         63.803       0.806667       0.800416
              3         29.939         78.055       0.722772       0.800416
              4         11.662         81.317       0.874571       0.800416
              5         17.359         72.943       0.807768       0.800416
              6         17.781         76.723       0.811853       0.800416
              7         17.974         74.815       0.806291       0.800416
              8         27.134         64.007       0.702284       0.800416
              9         13.920         80.745       0.852955       0.800416
             10         21.748         74.724       0.774570       0.800416
             11         23.101         77.729       0.770892       0.800416
             12         28.403         80.956       0.740276       0.800416
             13         18.881         74.525       0.797863       0.800416
             14         25.375         77.794       0.754047       0.800416
             15         23.505         69.066       0.746085       0.800416
             16         26.237         76.594       0.744852       0.800416
             17         21.735         68.254       0.758475       0.800416
             18         17.976         81.723       0.819694       0.800416
             19         22.951         80.587       0.778330       0.800416
             20         16.333         96.283       0.854966       0.800416
             21         20.761         79.202       0.792312       0.800416
             22         17.795         82.724       0.822970       0.800416
             23         21.099         80.986       0.793318       0.800416
             24         27.717         81.593       0.746440       0.800416
             25         21.092         96.582       0.820761       0.800416
             26         14.841         68.256       0.821400       0.800416
             27         19.050         91.736       0.828047       0.800416
             28         22.998         91.331       0.798847       0.800416
             29         24.183         79.248       0.766190       0.800416
             30         31.028         70.959       0.695764       0.800416
             31         19.132         76.593       0.800132       0.800416
             32         18.695         69.758       0.788646       0.800416
             33         17.974         79.847       0.816257       0.800416
             34         18.201         82.072       0.818484       0.800416
             35         17.409         75.767       0.813157       0.800416
             36         16.322         51.907       0.760772       0.800416
             37         24.282         76.872       0.759948       0.800416
             38         24.382         74.904       0.754429       0.800416
             39         21.414         71.010       0.768309       0.800416
             40         14.873         82.702       0.847576       0.800416
             41         18.203         74.899       0.804483       0.800416
             42         20.270         89.397       0.815167       0.800416
             43         26.220         86.945       0.768305       0.800416
             44         18.630         84.317       0.819033       0.800416
             45         20.719         83.346       0.800902       0.800416
             46         10.514         66.602       0.863664       0.800416
             47         25.350         73.106       0.742522       0.800416
             48         24.972         68.373       0.732477       0.800416
             49         16.294         72.244       0.815967       0.800416
             50         18.728         67.961       0.783962       0.800416
             51         18.359         91.780       0.833310       0.800416
             52         29.083         81.509       0.737025       0.800416
             53         16.466         79.863       0.829063       0.800416
             54         19.011         74.471       0.796638       0.800416
             55         21.588         95.638       0.815839       0.800416
             56         15.812         73.448       0.822853       0.800416
             57         22.999         70.495       0.754003       0.800416
             58         15.259         66.890       0.814250       0.800416
             59         27.496         95.894       0.777160       0.800416
             60         21.745         75.965       0.777454       0.800416
             61         20.376         80.855       0.798719       0.800416
             62         17.653         57.893       0.766327       0.800416
             63         16.755         76.477       0.820290       0.800416
             64         25.860         71.230       0.733648       0.800416
             65         69.511         39.581       0.362821       0.403861
             66         49.144         26.965       0.354292       0.403861
             67         67.762         37.473       0.356088       0.403861
             68         61.983         40.498       0.395179       0.403861
             69         56.651         31.725       0.358980       0.403861
             70         45.517         37.928       0.454528       0.403861
             71         72.064         38.721       0.349512       0.403861
             72         74.332         40.389       0.352063       0.403861
             73         63.810         38.311       0.375152       0.403861
             74         70.477         44.232       0.385603       0.403861
             75         66.414         37.810       0.362778       0.403861
             76         64.557         36.111       0.358714       0.403861
             77         59.914         34.829       0.367617       0.403861
             78         66.265         39.704       0.374676       0.403861
             79         64.115         35.843       0.358578       0.403861
             80         77.208         44.855       0.367475       0.403861
             81         51.719         36.551       0.414086       0.403861
             82         70.879         41.237       0.367804       0.403861
             83         71.961         25.532       0.261884       0.403861
             84         66.229         48.541       0.422941       0.403861
             85         63.198         33.460       0.346170       0.403861
             86         51.172         42.413       0.453204       0.403861
             87         54.388         40.546       0.427094       0.403861
             88         62.015         40.838       0.397053       0.403861
