              1         26.113         70.930       0.730915       0.701516
              2         28.483         85.594       0.750320       0.701516
              3         40.772         73.263       0.642458       0.701516
              4         33.540         63.404       0.654029       0.701516
              5         35.381         75.747       0.681618       0.701516
              6         36.222         77.976       0.682812       0.701516
              7         30.782         73.114       0.703723       0.701516
              8         32.588         60.889       0.651376       0.701516
              9         29.031         82.389       0.739442       0.701516
             10         31.669         70.678       0.690569       0.701516
             11         20.638         65.076       0.759224       0.701516
             12         20.336         67.713       0.769043       0.701516
             13         28.463         70.683       0.712919       0.701516
             14         34.611         63.448       0.647035       0.701516
             15         21.462         77.832       0.783853       0.701516
             16         27.970         72.681       0.722110       0.701516
             17         38.376         75.882       0.664126       0.701516
             18         35.790         82.644       0.697808       0.701516
             19         32.952         58.205       0.638513       0.701516
             20         30.754         71.369       0.698856       0.701516
             21         23.105         80.671       0.777356       0.701516
             22         36.485         53.431       0.594237       0.701516
             23         27.532         74.340       0.729742       0.701516
             24         31.729         59.325       0.651540       0.701516
             25         34.825         71.905       0.673712       0.701516
             26         31.226         74.111       0.703561       0.701516
             27         31.303         66.906       0.681259       0.701516
             28         48.452         61.864       0.560792       0.701516
             29         34.131         82.562       0.707511       0.701516
             30         37.130         53.852       0.591895       0.701516
             31         34.779         64.419       0.649394       0.701516
             32         30.746         80.415       0.723407       0.701516
             33         32.482         79.366       0.709591       0.701516
             34         24.087         79.519       0.767515       0.701516
             35         32.150         60.814       0.654164       0.701516
             36         21.024         67.282       0.761920       0.701516
             37         31.766         63.236       0.665631       0.701516
             38         29.496         65.326       0.688934       0.701516
             39         22.512         68.675       0.753121       0.701516
             40         26.850         77.951       0.743801       0.701516
             41         25.411         67.624       0.726870       0.701516
             42         28.902         68.436       0.703072       0.701516
             43         33.443         75.824       0.693934       0.701516
             44         22.718         64.928       0.740797       0.701516
             45         33.619         67.328       0.666961       0.701516
             46         41.198         83.094       0.668539       0.701516
             47         47.375         81.968       0.633726       0.701516
             48         29.660         81.053       0.732103       0.701516
             49         31.341         73.379       0.700715       0.701516
             50         28.667         67.300       0.701282       0.701516
             51         27.293         71.491       0.723707       0.701516
             52         31.126         67.219       0.683503       0.701516
             53         25.792         64.390       0.714004       0.701516
             54         30.597         57.842       0.654036       0.701516
             55         33.644         70.548       0.677097       0.701516
