              1         20.608         65.662       0.761120       0.797737
              2         13.772         90.380       0.867775       0.797737
              3         11.837         83.956       0.876427       0.797737
              4         14.068         76.296       0.844316       0.797737
              5         12.446         85.515       0.872949       0.797737
              6         27.939         70.958       0.717490       0.797737
              7         15.216         90.225       0.855691       0.797737
              8         22.353         55.040       0.711178       0.797737
              9         19.713         74.769       0.791354       0.797737
             10         16.514         56.357       0.773378       0.797737
             11         21.004         99.351       0.825480       0.797737
             12         14.198         50.119       0.779244       0.797737
             13         26.580         94.642       0.780730       0.797737
             14         18.782         78.442       0.806819       0.797737
             15         10.100        101.622       0.909598       0.797737
             16          9.046         84.208       0.903001       0.797737
             17         19.842         89.664       0.818805       0.797737
             18         17.138        108.657       0.863765       0.797737
             19         27.858         92.217       0.767993       0.797737
             20         25.429         89.586       0.778909       0.797737
             21         21.056         79.981       0.791604       0.797737
             22         30.044         71.399       0.703830       0.797737
             23         14.112         97.440       0.873491       0.797737
             24         20.679         84.430       0.803257       0.797737
             25         27.405         85.858       0.758043       0.797737
             26         19.257         87.403       0.819453       0.797737
             27         18.889         92.517       0.830447       0.797737
             28         22.140         55.945       0.716466       0.797737
             29         21.278         62.409       0.745743       0.797737
             30         31.818        104.189       0.766057       0.797737
             31          7.627         71.885       0.904072       0.797737
             32         35.487         78.456       0.688556       0.797737
             33         21.532         68.672       0.761298       0.797737
             34         22.401         61.190       0.732020       0.797737
             35         20.631         49.744       0.706844       0.797737
             36         10.518        111.580       0.913854       0.797737
             37         19.961         50.281       0.715820       0.797737
             38         31.738         74.709       0.701846       0.797737
             39         10.921         73.095       0.870010       0.797737
             40         23.995         59.062       0.711107       0.797737
             41         21.670         63.145       0.744502       0.797737
             42         15.110         77.033       0.836014       0.797737
             43          8.127         73.767       0.900766       0.797737
             44         16.688         66.026       0.798246       0.797737
             45         13.212         84.218       0.864394       0.797737
             46         15.172         75.716       0.833065       0.797737
             47         29.737         50.960       0.631501       0.701546
             48         28.186         69.752       0.712204       0.701546
             49         21.083         66.760       0.759994       0.701546
             50         26.308         73.027       0.735158       0.701546
             51         23.082         56.315       0.709279       0.701546
             52         25.331         73.387       0.743400       0.701546
